Nome do Produto,Categoria do Produto,Preço do Produto (R$),Filial,Quantidade em Estoque,Data da Venda
Máscara de cílios,Eletrodomésticos,63.24,Filial 7,88,2023-04-04 18:58:06.794203
Batom matte,Alimentos,77.11,Filial 4,2,2022-11-12 18:58:06.794203
Delineador líquido,Alimentos,45.46,Filial 10,77,2022-11-07 18:58:06.794203
Blush em pó,Roupas,88.83,Filial 2,53,2023-04-16 18:58:06.794203
Batom matte,Eletrodomésticos,12.6,Filial 4,31,2022-10-19 18:58:06.794203
Pó compacto,Eletrodomésticos,8.71,Filial 9,82,2023-02-01 18:58:06.794203
Sombra de olhos,Alimentos,48.64,Filial 6,54,2022-09-26 18:58:06.794203
Lápis de sobrancelha,Alimentos,40.79,Filial 4,2,2022-11-13 18:58:06.794203
Delineador líquido,Eletrônicos,10.01,Filial 6,61,2022-10-10 18:58:06.794203
Base líquida,Eletrônicos,5.63,Filial 9,24,2022-10-11 18:58:06.794203
Base líquida,Eletrodomésticos,52.34,Filial 5,74,2022-11-23 18:58:06.794203
Blush em pó,Eletrodomésticos,88.0,Filial 7,55,2023-05-24 18:58:06.794203
Pó compacto,Eletrodomésticos,69.87,Filial 8,60,2022-10-22 18:58:06.794203
Pó compacto,Roupas,90.62,Filial 8,7,2023-07-18 18:58:06.794203
Máscara de cílios,Eletrônicos,35.6,Filial 9,37,2023-04-16 18:58:06.794203
Batom matte,Roupas,15.12,Filial 2,21,2022-10-09 18:58:06.794203
Blush em pó,Roupas,48.77,Filial 1,37,2023-06-08 18:58:06.794203
Batom matte,Eletrodomésticos,40.46,Filial 8,94,2023-05-09 18:58:06.794203
Pó compacto,Eletrodomésticos,51.35,Filial 1,22,2023-06-10 18:58:06.794203
Lápis de sobrancelha,Alimentos,86.43,Filial 8,66,2023-03-15 18:58:06.794203
Pó compacto,Eletrônicos,11.05,Filial 2,65,2022-11-21 18:58:06.794203
Máscara de cílios,Roupas,54.19,Filial 8,71,2023-03-23 18:58:06.794203
Sombra de olhos,Eletrônicos,61.75,Filial 5,19,2022-11-03 18:58:06.794203
Corretivo,Alimentos,20.25,Filial 4,63,2023-01-01 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,21.43,Filial 9,2,2022-09-19 18:58:06.794203
Máscara de cílios,Eletrodomésticos,1.37,Filial 6,65,2023-02-06 18:58:06.794203
Pó compacto,Eletrodomésticos,80.89,Filial 8,12,2022-11-08 18:58:06.794203
Corretivo,Alimentos,47.4,Filial 5,29,2023-03-15 18:58:06.794203
Blush em pó,Alimentos,13.95,Filial 3,19,2023-04-26 18:58:06.794203
Blush em pó,Eletrodomésticos,13.56,Filial 4,41,2023-08-03 18:58:06.794203
Pó compacto,Eletrônicos,88.98,Filial 5,50,2023-06-30 18:58:06.794203
Sombra de olhos,Eletrônicos,60.1,Filial 7,94,2023-06-24 18:58:06.794203
Blush em pó,Alimentos,24.08,Filial 10,22,2023-03-04 18:58:06.794203
Batom matte,Eletrônicos,74.22,Filial 8,91,2023-02-23 18:58:06.794203
Sombra de olhos,Alimentos,36.59,Filial 6,89,2023-08-07 18:58:06.794203
Pó compacto,Roupas,23.62,Filial 10,95,2023-08-25 18:58:06.794203
Máscara de cílios,Eletrodomésticos,39.3,Filial 9,47,2023-08-21 18:58:06.794203
Blush em pó,Eletrodomésticos,95.99,Filial 10,1,2023-07-01 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,10.15,Filial 1,56,2023-07-29 18:58:06.794203
Corretivo,Roupas,30.49,Filial 9,70,2023-01-06 18:58:06.794203
Pó compacto,Eletrônicos,73.86,Filial 8,67,2022-11-06 18:58:06.794203
Batom líquido,Roupas,99.98,Filial 3,55,2023-01-05 18:58:06.794203
Sombra de olhos,Eletrônicos,93.01,Filial 2,89,2023-01-12 18:58:06.794203
Blush em pó,Eletrônicos,28.66,Filial 3,15,2023-05-31 18:58:06.794203
Sombra de olhos,Roupas,82.34,Filial 2,84,2023-06-17 18:58:06.794203
Batom matte,Roupas,32.73,Filial 3,17,2022-10-12 18:58:06.794203
Máscara de cílios,Alimentos,19.02,Filial 4,11,2023-06-06 18:58:06.794203
Blush em pó,Eletrônicos,40.96,Filial 3,35,2023-07-01 18:58:06.794203
Corretivo,Eletrônicos,93.15,Filial 2,14,2022-10-24 18:58:06.794203
Delineador líquido,Eletrônicos,49.45,Filial 4,100,2023-07-12 18:58:06.794203
Sombra de olhos,Eletrônicos,7.58,Filial 10,6,2023-06-02 18:58:06.794203
Blush em pó,Eletrodomésticos,95.55,Filial 7,70,2023-02-19 18:58:06.794203
Blush em pó,Alimentos,70.3,Filial 9,43,2022-10-18 18:58:06.794203
Sombra de olhos,Eletrônicos,38.95,Filial 4,83,2023-04-03 18:58:06.794203
Lápis de sobrancelha,Alimentos,98.95,Filial 10,84,2023-02-26 18:58:06.794203
Blush em pó,Roupas,53.66,Filial 4,65,2023-03-10 18:58:06.794203
Batom matte,Roupas,33.25,Filial 2,21,2023-06-27 18:58:06.794203
Delineador líquido,Eletrodomésticos,41.68,Filial 1,28,2023-05-16 18:58:06.794203
Sombra de olhos,Roupas,93.5,Filial 4,15,2023-07-02 18:58:06.794203
Sombra de olhos,Roupas,91.04,Filial 5,3,2023-05-18 18:58:06.794203
Batom líquido,Roupas,30.91,Filial 4,90,2023-06-08 18:58:06.794203
Batom líquido,Eletrônicos,74.59,Filial 8,71,2023-03-05 18:58:06.794203
Batom matte,Eletrodomésticos,36.81,Filial 9,49,2023-03-08 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,22.21,Filial 10,72,2023-08-27 18:58:06.794203
Lápis de sobrancelha,Alimentos,33.91,Filial 8,73,2023-04-19 18:58:06.794203
Máscara de cílios,Roupas,38.98,Filial 1,86,2022-10-05 18:58:06.794203
Base líquida,Eletrodomésticos,16.73,Filial 3,98,2023-06-07 18:58:06.794203
Batom matte,Roupas,84.93,Filial 10,90,2023-03-08 18:58:06.794203
Lápis de sobrancelha,Alimentos,94.6,Filial 1,45,2023-06-14 18:58:06.794203
Corretivo,Roupas,86.62,Filial 3,50,2023-03-01 18:58:06.794203
Base líquida,Alimentos,21.16,Filial 5,87,2023-05-09 18:58:06.794203
Corretivo,Roupas,93.86,Filial 4,1,2023-06-12 18:58:06.794203
Blush em pó,Eletrodomésticos,79.08,Filial 4,2,2023-05-05 18:58:06.794203
Blush em pó,Roupas,4.95,Filial 3,33,2022-09-05 18:58:06.794203
Blush em pó,Eletrodomésticos,5.59,Filial 2,77,2023-01-13 18:58:06.794203
Base líquida,Roupas,84.94,Filial 8,39,2022-09-17 18:58:06.794203
Batom líquido,Eletrônicos,39.67,Filial 8,17,2023-05-07 18:58:06.794203
Base líquida,Eletrônicos,86.0,Filial 6,98,2023-02-13 18:58:06.794203
Pó compacto,Roupas,94.3,Filial 2,87,2023-05-15 18:58:06.794203
Pó compacto,Roupas,30.49,Filial 2,70,2023-05-14 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,65.81,Filial 1,3,2023-06-27 18:58:06.794203
Pó compacto,Roupas,86.27,Filial 7,90,2023-03-26 18:58:06.794203
Base líquida,Eletrodomésticos,12.06,Filial 3,5,2023-03-06 18:58:06.794203
Sombra de olhos,Alimentos,99.85,Filial 5,15,2022-10-07 18:58:06.794203
Sombra de olhos,Eletrodomésticos,25.64,Filial 4,17,2023-01-23 18:58:06.794203
Delineador líquido,Eletrônicos,61.9,Filial 2,15,2023-09-01 18:58:06.794203
Base líquida,Roupas,73.35,Filial 10,54,2023-02-12 18:58:06.794203
Blush em pó,Roupas,44.87,Filial 4,4,2022-11-07 18:58:06.794203
Máscara de cílios,Eletrodomésticos,37.23,Filial 4,29,2022-10-26 18:58:06.794203
Máscara de cílios,Roupas,92.11,Filial 6,9,2022-12-11 18:58:06.794203
Máscara de cílios,Alimentos,67.63,Filial 7,82,2023-07-18 18:58:06.794203
Blush em pó,Alimentos,3.8,Filial 3,13,2023-06-13 18:58:06.794203
Máscara de cílios,Eletrodomésticos,72.71,Filial 8,59,2022-09-07 18:58:06.794203
Batom líquido,Eletrônicos,10.03,Filial 2,36,2022-10-03 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,26.59,Filial 5,23,2023-05-24 18:58:06.794203
Batom matte,Eletrônicos,27.41,Filial 3,99,2022-10-15 18:58:06.794203
Pó compacto,Eletrodomésticos,95.41,Filial 10,29,2022-12-04 18:58:06.794203
Lápis de sobrancelha,Alimentos,19.67,Filial 3,86,2023-01-28 18:58:06.794203
Base líquida,Eletrodomésticos,6.82,Filial 6,66,2022-10-18 18:58:06.794203
Batom líquido,Eletrodomésticos,65.67,Filial 10,36,2022-10-14 18:58:06.794203
Máscara de cílios,Roupas,3.01,Filial 6,24,2023-09-01 18:58:06.794203
Batom líquido,Eletrônicos,71.94,Filial 7,67,2023-06-13 18:58:06.794203
Pó compacto,Eletrodomésticos,75.16,Filial 2,6,2023-06-21 18:58:06.794203
Batom matte,Eletrodomésticos,23.62,Filial 4,92,2023-05-09 18:58:06.794203
Base líquida,Roupas,78.79,Filial 10,53,2023-04-23 18:58:06.794203
Blush em pó,Eletrônicos,46.37,Filial 1,68,2023-02-04 18:58:06.794203
Blush em pó,Eletrodomésticos,88.9,Filial 3,57,2023-05-23 18:58:06.794203
Lápis de sobrancelha,Alimentos,56.44,Filial 7,75,2023-03-28 18:58:06.794203
Lápis de sobrancelha,Alimentos,32.74,Filial 9,15,2023-01-17 18:58:06.794203
Blush em pó,Roupas,39.23,Filial 7,71,2022-11-19 18:58:06.794203
Batom matte,Roupas,91.44,Filial 6,75,2023-05-14 18:58:06.794203
Sombra de olhos,Eletrônicos,88.47,Filial 4,29,2023-04-16 18:58:06.794203
Pó compacto,Eletrodomésticos,53.05,Filial 4,70,2023-01-23 18:58:06.794203
Delineador líquido,Eletrodomésticos,20.39,Filial 3,28,2023-07-02 18:58:06.794203
Sombra de olhos,Eletrodomésticos,66.35,Filial 7,83,2022-09-07 18:58:06.794203
Máscara de cílios,Roupas,7.27,Filial 7,44,2022-11-23 18:58:06.794203
Sombra de olhos,Roupas,87.96,Filial 1,13,2023-02-22 18:58:06.794203
Pó compacto,Eletrodomésticos,40.73,Filial 2,59,2023-01-25 18:58:06.794203
Base líquida,Eletrodomésticos,70.46,Filial 7,93,2023-07-02 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,13.01,Filial 1,90,2023-04-25 18:58:06.794203
Máscara de cílios,Eletrônicos,82.99,Filial 1,48,2023-03-28 18:58:06.794203
Blush em pó,Eletrônicos,32.77,Filial 4,64,2022-11-08 18:58:06.794203
Delineador líquido,Eletrodomésticos,33.39,Filial 8,12,2023-05-31 18:58:06.794203
Base líquida,Alimentos,78.27,Filial 10,54,2022-12-05 18:58:06.794203
Corretivo,Eletrônicos,93.9,Filial 5,13,2022-10-19 18:58:06.794203
Lápis de sobrancelha,Roupas,98.44,Filial 2,95,2023-03-13 18:58:06.794203
Pó compacto,Eletrônicos,71.35,Filial 2,32,2022-09-28 18:58:06.794203
Blush em pó,Alimentos,79.72,Filial 10,58,2022-09-23 18:58:06.794203
Batom líquido,Eletrodomésticos,22.24,Filial 1,79,2022-10-07 18:58:06.794203
Sombra de olhos,Alimentos,65.35,Filial 10,71,2022-09-08 18:58:06.794203
Batom matte,Alimentos,55.35,Filial 8,45,2023-02-23 18:58:06.794203
Pó compacto,Alimentos,48.24,Filial 5,31,2023-08-08 18:58:06.794203
Máscara de cílios,Alimentos,96.2,Filial 4,88,2022-10-28 18:58:06.794203
Batom líquido,Eletrônicos,29.05,Filial 10,35,2022-10-29 18:58:06.794203
Delineador líquido,Alimentos,67.05,Filial 10,22,2023-07-23 18:58:06.794203
Sombra de olhos,Eletrodomésticos,13.4,Filial 6,40,2023-04-13 18:58:06.794203
Máscara de cílios,Eletrônicos,18.36,Filial 7,19,2022-09-18 18:58:06.794203
Batom matte,Alimentos,78.87,Filial 8,52,2023-08-19 18:58:06.794203
Batom matte,Roupas,60.93,Filial 6,22,2023-08-01 18:58:06.794203
Sombra de olhos,Eletrônicos,58.81,Filial 10,100,2023-03-29 18:58:06.794203
Máscara de cílios,Roupas,90.44,Filial 10,4,2022-11-20 18:58:06.794203
Pó compacto,Eletrônicos,61.01,Filial 2,40,2023-05-30 18:58:06.794203
Corretivo,Eletrônicos,8.76,Filial 1,68,2023-01-05 18:58:06.794203
Lápis de sobrancelha,Roupas,90.7,Filial 6,76,2022-12-13 18:58:06.794203
Sombra de olhos,Eletrônicos,78.11,Filial 7,65,2022-09-19 18:58:06.794203
Máscara de cílios,Alimentos,1.09,Filial 1,5,2022-12-04 18:58:06.794203
Delineador líquido,Eletrodomésticos,17.27,Filial 4,85,2023-06-11 18:58:06.794203
Delineador líquido,Eletrodomésticos,43.3,Filial 10,42,2023-08-26 18:58:06.794203
Sombra de olhos,Eletrodomésticos,35.79,Filial 7,39,2022-11-08 18:58:06.794203
Sombra de olhos,Eletrodomésticos,20.11,Filial 10,41,2022-12-10 18:58:06.794203
Lápis de sobrancelha,Alimentos,99.11,Filial 10,41,2022-09-09 18:58:06.794203
Base líquida,Roupas,48.68,Filial 5,22,2023-01-02 18:58:06.794203
Blush em pó,Roupas,2.45,Filial 6,97,2023-08-24 18:58:06.794203
Sombra de olhos,Eletrodomésticos,62.73,Filial 4,71,2022-10-08 18:58:06.794203
Batom matte,Alimentos,36.5,Filial 8,71,2022-10-26 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,82.04,Filial 3,2,2023-07-08 18:58:06.794203
Batom matte,Eletrodomésticos,35.4,Filial 10,59,2023-04-23 18:58:06.794203
Batom líquido,Roupas,39.12,Filial 3,3,2023-01-15 18:58:06.794203
Pó compacto,Eletrodomésticos,27.53,Filial 1,68,2022-12-07 18:58:06.794203
Pó compacto,Eletrodomésticos,55.22,Filial 8,43,2022-12-06 18:58:06.794203
Máscara de cílios,Roupas,6.25,Filial 8,5,2022-11-07 18:58:06.794203
Sombra de olhos,Eletrodomésticos,84.65,Filial 1,19,2022-10-06 18:58:06.794203
Sombra de olhos,Eletrodomésticos,79.76,Filial 4,49,2022-10-27 18:58:06.794203
Máscara de cílios,Alimentos,49.64,Filial 2,69,2023-07-31 18:58:06.794203
Batom matte,Roupas,4.66,Filial 2,22,2022-10-15 18:58:06.794203
Base líquida,Roupas,14.63,Filial 9,66,2023-05-22 18:58:06.794203
Delineador líquido,Eletrodomésticos,75.42,Filial 3,74,2023-01-24 18:58:06.794203
Máscara de cílios,Eletrodomésticos,84.42,Filial 9,43,2023-04-11 18:58:06.794203
Base líquida,Roupas,84.6,Filial 4,34,2022-09-20 18:58:06.794203
Batom matte,Eletrônicos,29.1,Filial 3,32,2023-03-19 18:58:06.794203
Pó compacto,Roupas,98.59,Filial 10,56,2023-06-26 18:58:06.794203
Batom líquido,Eletrônicos,60.34,Filial 2,46,2023-06-11 18:58:06.794203
Base líquida,Alimentos,92.43,Filial 1,18,2022-12-05 18:58:06.794203
Blush em pó,Alimentos,27.47,Filial 3,77,2022-09-28 18:58:06.794203
Blush em pó,Alimentos,17.53,Filial 9,48,2023-03-23 18:58:06.794203
Lápis de sobrancelha,Alimentos,48.38,Filial 7,98,2023-03-22 18:58:06.794203
Corretivo,Eletrodomésticos,75.09,Filial 7,54,2023-04-09 18:58:06.794203
Pó compacto,Roupas,41.61,Filial 4,25,2023-05-17 18:58:06.794203
Máscara de cílios,Eletrônicos,19.46,Filial 10,18,2022-09-10 18:58:06.794203
Pó compacto,Eletrônicos,21.33,Filial 7,62,2023-08-04 18:58:06.794203
Batom matte,Eletrodomésticos,85.08,Filial 4,50,2022-09-15 18:58:06.794203
Máscara de cílios,Alimentos,17.94,Filial 1,25,2023-04-20 18:58:06.794203
Corretivo,Eletrônicos,22.52,Filial 8,47,2022-09-20 18:58:06.794203
Corretivo,Alimentos,39.31,Filial 9,75,2022-09-13 18:58:06.794203
Corretivo,Eletrônicos,68.43,Filial 10,81,2022-11-20 18:58:06.794203
Lápis de sobrancelha,Alimentos,94.4,Filial 9,96,2022-12-24 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,26.65,Filial 2,21,2023-04-30 18:58:06.794203
Base líquida,Eletrônicos,14.78,Filial 1,84,2023-08-17 18:58:06.794203
Pó compacto,Roupas,93.05,Filial 4,27,2023-06-07 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,92.77,Filial 4,59,2023-02-07 18:58:06.794203
Lápis de sobrancelha,Alimentos,15.48,Filial 5,53,2023-05-05 18:58:06.794203
Base líquida,Eletrônicos,57.78,Filial 1,84,2023-09-03 18:58:06.794203
Delineador líquido,Eletrônicos,12.8,Filial 1,17,2023-07-17 18:58:06.794203
Máscara de cílios,Roupas,6.69,Filial 2,56,2023-02-22 18:58:06.794203
Blush em pó,Alimentos,77.77,Filial 8,17,2022-12-19 18:58:06.794203
Corretivo,Eletrônicos,30.56,Filial 5,79,2023-02-03 18:58:06.794203
Pó compacto,Alimentos,45.24,Filial 7,98,2023-05-04 18:58:06.794203
Delineador líquido,Alimentos,49.28,Filial 5,53,2023-05-15 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,60.77,Filial 7,42,2023-06-06 18:58:06.794203
Base líquida,Eletrodomésticos,29.93,Filial 5,24,2022-10-14 18:58:06.794203
Batom líquido,Roupas,70.4,Filial 9,78,2023-06-15 18:58:06.794203
Delineador líquido,Eletrônicos,62.3,Filial 3,9,2022-10-01 18:58:06.794203
Delineador líquido,Eletrônicos,77.05,Filial 8,67,2022-10-21 18:58:06.794203
Delineador líquido,Eletrônicos,97.09,Filial 8,61,2023-01-22 18:58:06.794203
Base líquida,Eletrônicos,47.99,Filial 10,55,2023-03-29 18:58:06.794203
Pó compacto,Roupas,11.85,Filial 10,58,2023-01-03 18:58:06.794203
Delineador líquido,Roupas,96.45,Filial 4,6,2022-12-03 18:58:06.794203
Base líquida,Eletrônicos,27.47,Filial 5,75,2023-02-14 18:58:06.794203
Pó compacto,Eletrodomésticos,73.64,Filial 9,5,2023-02-10 18:58:06.794203
Base líquida,Eletrodomésticos,74.78,Filial 8,2,2023-02-07 18:58:06.794203
Batom matte,Alimentos,66.8,Filial 5,68,2022-12-04 18:58:06.794203
Sombra de olhos,Alimentos,76.96,Filial 4,58,2023-03-20 18:58:06.794203
Batom líquido,Alimentos,85.26,Filial 3,48,2022-09-19 18:58:06.794203
Delineador líquido,Eletrônicos,66.89,Filial 9,56,2022-10-19 18:58:06.794203
Blush em pó,Eletrônicos,8.48,Filial 7,74,2023-01-29 18:58:06.794203
Blush em pó,Roupas,89.89,Filial 10,81,2023-05-28 18:58:06.794203
Blush em pó,Eletrodomésticos,7.58,Filial 6,56,2023-04-01 18:58:06.794203
Lápis de sobrancelha,Roupas,4.88,Filial 7,73,2022-10-05 18:58:06.794203
Batom matte,Eletrodomésticos,31.38,Filial 9,64,2023-06-26 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,23.48,Filial 7,91,2023-01-31 18:58:06.794203
Corretivo,Roupas,80.28,Filial 5,87,2022-11-08 18:58:06.794203
Blush em pó,Roupas,59.96,Filial 2,56,2023-03-14 18:58:06.794203
Corretivo,Eletrodomésticos,70.24,Filial 6,25,2023-07-12 18:58:06.794203
Blush em pó,Eletrodomésticos,11.49,Filial 7,6,2022-12-05 18:58:06.794203
Batom matte,Eletrônicos,72.79,Filial 2,80,2022-11-02 18:58:06.794203
Máscara de cílios,Roupas,39.06,Filial 5,90,2023-04-29 18:58:06.794203
Base líquida,Roupas,17.76,Filial 2,88,2022-09-07 18:58:06.794203
Batom líquido,Eletrônicos,72.48,Filial 6,42,2023-07-15 18:58:06.794203
Lápis de sobrancelha,Alimentos,3.73,Filial 9,1,2023-09-02 18:58:06.794203
Corretivo,Roupas,48.73,Filial 1,44,2022-10-19 18:58:06.794203
Blush em pó,Eletrodomésticos,75.63,Filial 5,18,2022-10-30 18:58:06.794203
Blush em pó,Eletrônicos,5.76,Filial 1,44,2023-03-08 18:58:06.794203
Batom matte,Roupas,29.51,Filial 6,55,2022-12-07 18:58:06.794203
Delineador líquido,Eletrodomésticos,45.05,Filial 3,65,2022-12-18 18:58:06.794203
Blush em pó,Alimentos,41.08,Filial 8,41,2023-03-07 18:58:06.794203
Lápis de sobrancelha,Alimentos,62.35,Filial 2,61,2023-06-05 18:58:06.794203
Batom líquido,Eletrônicos,60.65,Filial 10,83,2023-08-19 18:58:06.794203
Corretivo,Alimentos,11.14,Filial 5,42,2022-11-23 18:58:06.794203
Batom matte,Alimentos,87.86,Filial 6,56,2023-03-18 18:58:06.794203
Batom líquido,Roupas,81.66,Filial 9,12,2022-09-12 18:58:06.794203
Delineador líquido,Eletrodomésticos,24.42,Filial 3,1,2022-09-18 18:58:06.794203
Sombra de olhos,Eletrônicos,83.03,Filial 3,82,2023-03-18 18:58:06.794203
Batom matte,Roupas,74.61,Filial 9,90,2023-04-27 18:58:06.794203
Batom líquido,Eletrodomésticos,12.08,Filial 9,55,2023-05-10 18:58:06.794203
Máscara de cílios,Alimentos,3.17,Filial 1,3,2023-01-05 18:58:06.794203
Sombra de olhos,Eletrônicos,16.73,Filial 1,15,2022-10-25 18:58:06.794203
Máscara de cílios,Roupas,42.33,Filial 1,90,2022-09-12 18:58:06.794203
Base líquida,Alimentos,59.65,Filial 6,63,2023-01-31 18:58:06.794203
Sombra de olhos,Eletrônicos,18.26,Filial 5,16,2022-12-18 18:58:06.794203
Batom matte,Alimentos,50.31,Filial 9,22,2023-05-08 18:58:06.794203
Blush em pó,Eletrônicos,15.49,Filial 8,82,2022-12-06 18:58:06.794203
Pó compacto,Eletrônicos,24.47,Filial 8,58,2023-07-01 18:58:06.794203
Blush em pó,Eletrodomésticos,95.48,Filial 9,73,2022-11-07 18:58:06.794203
Máscara de cílios,Eletrônicos,31.22,Filial 4,16,2022-11-07 18:58:06.794203
Batom matte,Roupas,83.94,Filial 5,85,2023-02-11 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,54.11,Filial 7,75,2022-12-11 18:58:06.794203
Máscara de cílios,Eletrônicos,11.92,Filial 8,3,2022-10-09 18:58:06.794203
Delineador líquido,Roupas,82.91,Filial 9,2,2023-03-03 18:58:06.794203
Blush em pó,Eletrodomésticos,26.05,Filial 9,97,2023-02-10 18:58:06.794203
Batom líquido,Alimentos,49.25,Filial 7,81,2023-08-22 18:58:06.794203
Lápis de sobrancelha,Roupas,33.47,Filial 4,38,2023-07-06 18:58:06.794203
Blush em pó,Eletrodomésticos,29.7,Filial 6,15,2023-06-17 18:58:06.794203
Blush em pó,Roupas,72.11,Filial 3,33,2022-09-21 18:58:06.794203
Batom líquido,Eletrônicos,99.47,Filial 1,56,2023-05-18 18:58:06.794203
Blush em pó,Eletrônicos,49.38,Filial 9,12,2022-09-23 18:58:06.794203
Blush em pó,Alimentos,41.22,Filial 5,66,2023-02-26 18:58:06.794203
Delineador líquido,Alimentos,63.37,Filial 5,75,2023-08-16 18:58:06.794203
Lápis de sobrancelha,Alimentos,86.9,Filial 9,96,2023-02-09 18:58:06.794203
Sombra de olhos,Roupas,31.02,Filial 3,8,2022-10-30 18:58:06.794203
Batom líquido,Eletrônicos,34.31,Filial 10,30,2023-02-12 18:58:06.794203
Blush em pó,Alimentos,57.85,Filial 4,91,2023-02-26 18:58:06.794203
Delineador líquido,Roupas,93.06,Filial 9,62,2022-09-26 18:58:06.794203
Delineador líquido,Roupas,20.09,Filial 6,89,2023-01-05 18:58:06.794203
Pó compacto,Roupas,51.48,Filial 1,85,2023-04-04 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,68.58,Filial 9,44,2023-01-12 18:58:06.794203
Batom matte,Eletrônicos,98.55,Filial 2,63,2022-12-06 18:58:06.794203
Sombra de olhos,Alimentos,79.41,Filial 10,89,2023-04-27 18:58:06.794203
Pó compacto,Alimentos,96.43,Filial 5,96,2023-08-22 18:58:06.794203
Pó compacto,Eletrodomésticos,17.3,Filial 3,87,2022-09-07 18:58:06.794203
Pó compacto,Roupas,75.73,Filial 2,55,2023-05-28 18:58:06.794203
Batom matte,Roupas,17.65,Filial 2,9,2023-08-12 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,86.62,Filial 4,47,2023-04-15 18:58:06.794203
Corretivo,Eletrodomésticos,47.74,Filial 6,56,2023-06-11 18:58:06.794203
Máscara de cílios,Roupas,76.57,Filial 10,66,2023-01-08 18:58:06.794203
Máscara de cílios,Alimentos,96.89,Filial 10,18,2023-09-05 18:58:06.794203
Batom matte,Roupas,9.22,Filial 6,45,2023-01-10 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,68.73,Filial 4,22,2023-02-14 18:58:06.794203
Blush em pó,Eletrodomésticos,23.71,Filial 1,96,2022-10-22 18:58:06.794203
Batom matte,Eletrônicos,85.96,Filial 6,72,2023-06-12 18:58:06.794203
Máscara de cílios,Eletrônicos,87.49,Filial 3,66,2023-03-24 18:58:06.794203
Batom matte,Eletrônicos,25.87,Filial 5,71,2023-03-16 18:58:06.794203
Base líquida,Eletrônicos,47.3,Filial 8,22,2023-08-12 18:58:06.794203
Sombra de olhos,Alimentos,44.1,Filial 9,85,2023-03-11 18:58:06.794203
Máscara de cílios,Roupas,99.59,Filial 2,24,2022-11-15 18:58:06.794203
Delineador líquido,Alimentos,2.71,Filial 3,73,2023-07-19 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,24.42,Filial 4,10,2022-09-23 18:58:06.794203
Corretivo,Alimentos,95.37,Filial 1,36,2023-01-19 18:58:06.794203
Sombra de olhos,Eletrodomésticos,85.94,Filial 6,63,2022-10-13 18:58:06.794203
Máscara de cílios,Roupas,29.19,Filial 3,12,2022-09-08 18:58:06.794203
Sombra de olhos,Eletrônicos,61.79,Filial 6,17,2022-10-03 18:58:06.794203
Pó compacto,Eletrônicos,81.07,Filial 4,16,2023-07-02 18:58:06.794203
Lápis de sobrancelha,Roupas,65.56,Filial 4,43,2023-04-12 18:58:06.794203
Batom líquido,Eletrônicos,82.91,Filial 6,62,2022-10-03 18:58:06.794203
Lápis de sobrancelha,Roupas,91.49,Filial 2,61,2023-02-27 18:58:06.794203
Batom líquido,Alimentos,41.62,Filial 9,49,2022-11-02 18:58:06.794203
Batom líquido,Alimentos,64.8,Filial 5,6,2023-02-01 18:58:06.794203
Blush em pó,Alimentos,71.0,Filial 7,80,2023-01-26 18:58:06.794203
Delineador líquido,Eletrônicos,50.61,Filial 2,51,2023-05-24 18:58:06.794203
Base líquida,Roupas,32.13,Filial 3,95,2022-10-19 18:58:06.794203
Blush em pó,Eletrodomésticos,25.53,Filial 4,39,2022-10-05 18:58:06.794203
Pó compacto,Eletrônicos,59.98,Filial 4,97,2023-06-12 18:58:06.794203
Delineador líquido,Alimentos,81.15,Filial 5,36,2023-03-24 18:58:06.794203
Pó compacto,Eletrônicos,69.43,Filial 9,86,2023-01-30 18:58:06.794203
Blush em pó,Roupas,87.66,Filial 7,82,2022-09-19 18:58:06.794203
Máscara de cílios,Eletrônicos,87.65,Filial 10,90,2022-11-03 18:58:06.794203
Corretivo,Eletrodomésticos,38.17,Filial 9,39,2023-05-12 18:58:06.794203
Pó compacto,Alimentos,3.72,Filial 5,87,2023-01-23 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,82.92,Filial 8,91,2023-05-03 18:58:06.794203
Delineador líquido,Eletrodomésticos,73.64,Filial 3,5,2022-10-18 18:58:06.794203
Pó compacto,Eletrônicos,7.4,Filial 4,26,2022-11-06 18:58:06.794203
Pó compacto,Roupas,6.72,Filial 2,76,2022-11-30 18:58:06.794203
Sombra de olhos,Eletrônicos,62.62,Filial 9,81,2023-05-13 18:58:06.794203
Delineador líquido,Eletrodomésticos,93.93,Filial 8,15,2023-04-03 18:58:06.794203
